fighter_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,win_rate,f_losses,loss_rate,f_draws,draw_rate,f_dc_nc,dc_nc_rate,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Avg,career_TD_Acc,career_TD_Def,career_Sub_Avg
Joe Charles,185.42,260.0,,Southpaw,,6,32,13,68,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Dan Charles,187.96,228.0,,,1985-09-24,10,59,6,35,1,6,0.0,0,2.82,45,3.51,44,0.0,0,31,0.0
Morgan Charriere,172.72,145.0,175.26,Orthodox,1995-10-26,20,65,10,32,1,3,0.0,0,3.87,51,3.74,57,2.47,57,83,0.6
Ernest Chavez,172.72,145.0,177.8,Orthodox,1983-06-27,10,83,2,17,0,0,0.0,0,2.79,40,3.89,59,0.89,33,50,0.0
Emilio Chavez,175.26,145.0,,,,12,57,9,43,0,0,0.0,0,2.73,48,1.53,54,3.0,50,0,0.0
Danny Chavez,172.72,145.0,170.18,Orthodox,1987-03-14,11,65,5,29,1,6,0.0,0,2.86,38,3.83,50,1.95,60,87,0.0
Gabriel Checco,185.42,185.0,,Switch,1986-04-03,10,83,2,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Albert Cheng,180.34,170.0,,Orthodox,1985-02-07,7,64,4,36,0,0,0.0,0,1.0,41,2.6,71,0.0,0,0,0.0
Fabio Cherant,185.42,205.0,187.96,Southpaw,1994-11-25,7,64,4,36,0,0,0.0,0,1.35,40,4.89,38,0.0,0,0,0.0
Ion Cherdivara,,205.0,,,,1,50,1,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Mark Cherico,170.18,145.0,175.26,Orthodox,1986-05-12,11,92,1,8,0,0,0.0,0,3.69,34,7.37,56,5.03,50,0,0.0
Macy Chiasson,180.34,135.0,182.88,Orthodox,1991-07-27,11,79,3,21,0,0,0.0,0,3.77,46,2.79,44,2.37,38,70,0.4
Michael Chiesa,185.42,170.0,190.5,Southpaw,1987-12-07,20,74,7,26,0,0,0.0,0,1.81,39,1.66,54,3.3,48,61,1.1
Giga Chikadze,182.88,145.0,187.96,Orthodox,1988-08-25,15,79,4,21,0,0,0.0,0,3.92,42,3.5,61,0.21,33,70,0.2
Khamzat Chimaev,187.96,185.0,190.5,Orthodox,1994-05-01,14,100,0,0,0,0,0.0,0,5.36,58,3.25,41,4.31,46,100,2.8
Sako Chivitchian,180.34,155.0,,Orthodox,1984-03-11,8,89,1,11,0,0,0.0,0,2.4,27,4.8,46,0.0,0,100,0.0
Mu Bae Choi,187.96,230.0,,Orthodox,1970-06-27,12,67,6,33,0,0,0.0,0,1.55,49,3.65,44,3.12,75,60,1.0
Hong Man Choi,218.44000000000003,330.0,,Orthodox,1980-10-30,4,44,5,56,0,0,0.0,0,1.32,26,1.46,36,0.71,100,84,0.0
Dooho Choi,177.8,145.0,177.8,Orthodox,1991-04-10,16,76,4,19,1,5,0.0,0,4.67,56,4.02,56,1.43,53,47,0.6
SeungWoo Choi,182.88,145.0,187.96,Orthodox,1992-11-03,11,61,7,39,0,0,0.0,0,3.51,39,3.12,47,0.86,54,70,0.0
SeungGuk Choi,167.64,125.0,162.56,Orthodox,1996-12-26,7,70,3,30,0,0,0.0,0,2.69,42,2.69,65,1.02,27,74,0.0
DongHun Choi,165.1,125.0,167.64,Switch,1999-01-02,9,100,0,0,0,0,0.0,0,4.54,66,3.13,58,0.46,14,81,0.0
John Cholish,180.34,155.0,187.96,Orthodox,1983-12-17,8,73,3,27,0,0,0.0,0,2.65,49,2.29,73,1.82,31,78,0.4
Ryo Chonan,175.26,170.0,177.8,Orthodox,1976-10-08,22,63,13,37,0,0,0.0,0,2.57,43,2.25,60,0.61,41,39,0.3
Will Chope,193.04,145.0,,Switch,1990-09-08,34,72,13,28,0,0,0.0,0,4.43,27,9.93,46,0.0,0,0,0.0
Joachim Christensen,190.5,205.0,193.04,Orthodox,1978-11-07,14,70,6,30,0,0,0.0,0,3.78,41,3.29,46,0.0,0,0,0.0
Kevin Christian,200.66,205.0,203.2,Orthodox,1995-01-21,9,82,2,18,0,0,0.0,0,0.75,35,1.83,55,0.0,0,50,3.2
Dan Christison,203.2,265.0,,Orthodox,1972-04-26,20,74,7,26,0,0,0.0,0,4.23,51,3.88,54,0.0,0,37,1.1
Anthony Christodoulou,175.26,155.0,,Orthodox,1987-07-30,12,63,7,37,0,0,0.0,0,2.19,26,5.9,45,0.0,0,40,0.0
Murad Chunkaiev,180.34,185.0,,Orthodox,,8,67,4,33,0,0,0.0,0,0.85,16,3.41,66,8.53,100,0,0.0
Cameron Church,180.34,155.0,182.88,Orthodox,1990-09-27,4,80,1,20,0,0,0.0,0,4.0,40,4.93,50,0.0,0,60,1.0
Steven Ciaccio,182.88,170.0,,,,4,50,4,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Mike Ciesnolevicz,182.88,235.0,,Orthodox,1979-10-28,19,79,4,17,0,0,1.0,4,0.51,50,4.62,57,0.0,0,20,5.1
Hannah Cifers,154.94,115.0,157.48,Orthodox,1992-06-26,10,59,7,41,0,0,0.0,0,4.99,44,5.39,52,0.26,100,64,0.3
Branko Cikatic,185.42,215.0,,Orthodox,1954-10-03,0,0,2,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Nikolajus Cilkinas,,,,Orthodox,,2,25,6,75,0,0,0.0,0,0.0,0,5.88,16,0.0,0,0,0.0
Misha Cirkunov,190.5,205.0,195.58,Orthodox,1987-02-27,15,62,9,38,0,0,0.0,0,3.86,51,3.06,57,4.15,39,76,1.7
Johnny Cisneros,180.34,170.0,,,1980-02-05,9,60,6,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Laverne Clark,180.34,170.0,,Orthodox,1973-12-02,27,55,21,43,1,2,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Logan Clark,187.96,185.0,,Orthodox,1985-02-16,18,75,6,25,0,0,0.0,0,2.2,54,1.49,53,0.31,100,30,2.1
Mychal Clark,190.5,224.0,,Orthodox,,10,42,14,58,0,0,0.0,0,5.8,56,2.9,59,0.0,0,0,0.0
Dominic Clark,177.8,155.0,,,1985-08-01,10,59,7,41,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Heather Clark,167.64,115.0,162.56,Orthodox,1980-09-19,7,54,6,46,0,0,0.0,0,3.69,49,5.62,50,0.33,4,80,0.3
Devin Clark,182.88,205.0,190.5,Orthodox,1990-04-12,14,61,9,39,0,0,0.0,0,3.03,54,3.24,44,2.17,32,58,0.1
Jessica-Rose Clark,165.1,135.0,162.56,Orthodox,1987-11-28,11,52,9,43,0,0,1.0,5,3.73,51,3.51,58,1.66,42,62,0.3
Shannon Clark,165.1,125.0,162.56,Orthodox,1992-07-07,5,83,1,17,0,0,0.0,0,11.51,58,20.55,35,0.0,0,0,0.0
John Clarke,,170.0,,,1977-08-15,1,50,1,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Mitch Clarke,177.8,155.0,185.42,Orthodox,1985-11-24,11,69,5,31,0,0,0.0,0,2.35,34,3.27,47,0.64,15,50,0.4
Rich Clementi,175.26,155.0,182.88,Southpaw,1976-03-31,45,65,23,33,1,1,0.0,0,1.43,37,2.29,60,1.72,42,25,1.1
Chris Clements,177.8,170.0,177.8,Orthodox,1976-02-09,12,63,6,32,0,0,1.0,5,3.2,49,2.37,44,0.0,0,32,0.3
RJ Clifford,,160.0,,,,4,57,3,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Mark Climaco,162.56,125.0,165.1,Southpaw,1997-11-06,9,82,2,18,0,0,0.0,0,4.13,59,2.9,57,3.5,36,46,0.0
Josh Clopton,167.64,145.0,,Orthodox,1981-07-11,6,67,2,22,1,11,0.0,0,1.6,64,2.87,50,2.0,66,75,0.0
Brian Cobb,180.34,155.0,,Orthodox,,20,69,9,31,0,0,0.0,0,0.0,0,3.68,55,5.81,50,0,0.0
Darryl Cobb,175.26,185.0,,,1980-08-04,6,43,8,57,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Dave Cochran,167.64,155.0,,,1973-05-10,26,46,29,52,1,2,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Dakota Cochrane,172.72,155.0,,,1986-05-01,29,71,12,29,0,0,0.0,0,2.66,75,2.66,30,4.43,33,0,0.0
Marloes Coenen,175.26,145.0,170.18,,1981-03-31,23,74,8,26,0,0,0.0,0,2.15,51,1.9,67,0.82,30,41,2.5
Marc Cofer,,185.0,,,1972-03-03,7,58,5,42,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
John Cofer,175.26,155.0,,Southpaw,1984-04-29,8,67,4,33,0,0,0.0,0,2.73,41,3.43,62,1.22,50,64,0.0
Chris Coggins,,,,,,7,41,10,59,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Felipe Colares,172.72,145.0,175.26,Orthodox,1994-03-31,10,71,4,29,0,0,0.0,0,2.17,45,4.65,36,1.88,24,43,0.5
Wayne Cole,185.42,205.0,,Orthodox,,16,39,25,61,0,0,0.0,0,0.57,20,8.33,27,4.31,25,0,4.3
Devin Cole,193.04,240.0,,Orthodox,1976-10-01,20,65,10,32,1,3,0.0,0,3.5,55,2.14,48,2.18,42,66,0.0
Coltin Cole,,185.0,,,1989-04-24,4,44,5,56,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Ivan Cole,175.26,135.0,,,1990-11-30,2,40,3,60,0,0,0.0,0,2.68,36,4.69,46,0.0,0,0,0.0
Chandler Cole,177.8,264.0,182.88,Orthodox,1995-01-09,10,71,4,29,0,0,0.0,0,2.45,60,3.59,26,0.0,0,0,0.0
Mark Coleman,185.42,205.0,190.5,Orthodox,1964-12-20,16,62,10,38,0,0,0.0,0,1.88,52,2.62,40,3.89,40,50,0.8
Cortez Coleman,185.42,185.0,,,1982-01-28,13,62,8,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Clay Collard,180.34,145.0,185.42,Orthodox,1993-03-10,14,64,7,32,0,0,1.0,5,4.22,32,5.0,50,2.81,39,71,0.5
Jamie Colleen,160.02,115.0,165.1,Orthodox,1985-11-02,4,80,1,20,0,0,0.0,0,3.11,61,5.66,33,0.52,33,50,1.6
Jake Collier,190.5,230.0,198.12,Orthodox,1988-10-25,13,57,10,43,0,0,0.0,0,5.8,44,5.08,50,0.71,33,67,0.6
Christian Colombo,195.58,265.0,,Orthodox,1980-07-01,8,67,3,25,1,8,0.0,0,2.76,44,4.02,42,0.0,0,33,0.0
Willian Colorado,177.8,135.0,182.88,,1986-06-21,11,92,1,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Wes Combs,187.96,205.0,,Orthodox,1973-06-18,20,77,6,23,0,0,0.0,0,2.14,48,4.73,45,0.0,0,0,0.0
Rose Conceicao,139.7,115.0,165.1,Orthodox,1997-05-13,7,88,1,12,0,0,0.0,0,3.07,28,6.73,60,0.0,0,0,0.0
Carlos Condit,187.96,170.0,190.5,Orthodox,1984-04-26,32,70,14,30,0,0,0.0,0,3.66,39,2.67,55,0.59,46,38,1.0
Chris Condo,182.88,335.0,,Orthodox,,0,0,1,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Tristan Connelly,177.8,145.0,172.72,Orthodox,1985-12-12,14,64,8,36,0,0,0.0,0,3.31,51,2.96,50,0.33,14,60,0.3
Marcos Conrado Jr.,187.96,220.0,,Orthodox,1982-03-14,5,83,1,17,0,0,0.0,0,1.6,34,9.69,35,1.84,14,0,0.0
Jeremiah Constant,185.42,240.0,,Orthodox,1974-07-19,11,55,8,40,0,0,1.0,5,1.5,75,3.25,43,0.0,0,0,7.5
Jonathan Contrestano,,155.0,,,,6,100,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Bob Cook,175.26,170.0,,Orthodox,,5,100,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Mike Cook,185.42,205.0,,Orthodox,,13,50,13,50,0,0,0.0,0,1.72,49,2.4,46,1.03,33,55,2.1
Chad Cook,187.96,205.0,,,1979-11-07,10,45,12,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
TJ Cook,,205.0,,,1982-09-08,13,72,5,28,0,0,0.0,0,2.3,47,3.18,54,1.01,50,0,0.0
Dewey Cooper,,205.0,,,,2,67,1,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Brett Cooper,182.88,170.0,,Orthodox,1987-07-02,23,66,12,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Bill Cooper,,155.0,,,1984-05-05,2,67,1,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Bobby Cooper,185.42,155.0,,,,12,63,7,37,0,0,0.0,0,2.87,25,3.4,59,0.0,0,40,1.0
Amanda Cooper,160.02,115.0,162.56,Switch,1991-10-22,3,38,5,62,0,0,0.0,0,3.55,44,3.2,51,1.53,38,28,1.8
Kit Cope,182.88,170.0,,Orthodox,1977-03-17,6,46,7,54,0,0,0.0,0,1.18,52,2.12,35,0.0,0,50,3.5
Chris Cope,182.88,170.0,182.88,Orthodox,1983-03-05,8,67,4,33,0,0,0.0,0,3.96,26,4.82,50,0.0,0,80,0.0
Josh Copeland,185.42,265.0,,Orthodox,1982-10-20,12,75,4,25,0,0,0.0,0,1.03,31,3.01,55,0.0,0,57,0.0
Michael Cora,185.42,170.0,195.58,Southpaw,1989-08-24,4,80,1,20,0,0,0.0,0,0.8,28,0.13,66,0.0,0,25,0.0
Akira Corassani,172.72,145.0,172.72,Orthodox,1982-08-27,12,63,6,32,0,0,1.0,5,3.25,45,4.91,50,0.7,28,86,0.0
Muhsin Corbbrey,177.8,155.0,,Orthodox,1978-05-18,17,65,9,35,0,0,0.0,0,2.02,34,5.41,53,0.0,0,80,0.4
Daniel Cormier,180.34,235.0,182.88,Orthodox,1979-03-20,22,85,3,12,0,0,1.0,4,4.25,52,2.92,54,1.83,44,80,0.4
Nora Cornolle,170.18,135.0,170.18,Orthodox,1989-12-06,8,80,2,20,0,0,0.0,0,3.41,53,2.18,62,0.39,11,50,0.0
Clint Coronel,,155.0,,,,2,29,5,71,0,0,0.0,0,4.93,32,5.6,66,0.0,0,66,0.0
Henry Corrales,175.26,145.0,,,,13,81,3,19,0,0,0.0,0,4.12,41,5.84,55,0.0,0,69,0.0
Bethe Correia,165.1,135.0,162.56,Orthodox,1983-06-22,11,61,6,33,1,6,0.0,0,4.37,43,4.93,56,0.39,18,85,0.0
Wesley Correira,190.5,260.0,,Orthodox,1978-11-11,20,56,16,44,0,0,0.0,0,2.6,36,8.8,40,0.0,0,90,0.0
Waldo Cortes-Acosta,193.04,260.0,198.12,Orthodox,1991-10-03,12,92,1,8,0,0,0.0,0,5.64,48,3.6,52,0.55,60,60,0.2
Tracy Cortez,165.1,125.0,165.1,Orthodox,1993-12-10,11,85,2,15,0,0,0.0,0,3.72,47,3.02,57,2.09,45,62,0.3
Reyes Cortez Jr.,170.18,135.0,172.72,Orthodox,1992-07-31,7,70,3,30,0,0,0.0,0,4.1,45,7.43,52,1.5,11,100,0.0
Chad Corvin,195.58,255.0,,,,5,100,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Louis Cosce,175.26,170.0,180.34,Orthodox,1995-08-27,7,78,2,22,0,0,0.0,0,4.31,45,5.35,47,1.04,20,50,0.5
Orion Cosce,180.34,170.0,180.34,Switch,1994-07-15,8,80,2,20,0,0,0.0,0,2.77,53,4.02,44,1.92,40,61,0.0
Miguel Cosio,193.04,205.0,,,,1,7,13,93,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jadson Costa,170.18,155.0,,Orthodox,,22,71,8,26,0,0,1.0,3,0.2,50,3.05,50,0.0,0,0,0.0
Guilherme Costa,,155.0,,,,7,88,1,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Paulo Costa,185.42,185.0,182.88,Orthodox,1991-04-21,14,78,4,22,0,0,0.0,0,6.22,58,6.56,49,0.36,75,80,0.0
Randy Costa,175.26,135.0,185.42,Switch,1994-07-06,6,60,4,40,0,0,0.0,0,6.53,46,7.58,58,0.0,0,50,0.0
Alessandro Costa,162.56,125.0,170.18,Orthodox,1996-01-28,14,78,4,22,0,0,0.0,0,4.14,47,3.5,57,0.27,12,90,0.0
Melquizael Costa,177.8,145.0,180.34,Southpaw,1996-09-14,21,75,7,25,0,0,0.0,0,3.46,46,2.29,58,2.5,35,52,1.1
Oscar Cota,182.88,230.0,182.88,Orthodox,1984-10-15,11,73,3,20,0,0,1.0,7,0.33,41,2.47,41,0.0,0,60,1.0
Patrick Cote,180.34,170.0,190.5,Orthodox,1980-02-29,23,68,11,32,0,0,0.0,0,2.81,48,3.21,48,0.68,20,43,0.2
JC Cottrell,175.26,155.0,,Orthodox,1989-11-04,17,77,5,23,0,0,0.0,0,0.79,25,2.75,45,0.79,100,50,0.0
JR Coughran,167.64,145.0,,Orthodox,1994-05-17,4,80,1,20,0,0,0.0,0,12.29,57,6.8,45,0.0,0,75,0.0
Rashad Coulter,180.34,205.0,193.04,Orthodox,1981-11-27,9,69,4,31,0,0,0.0,0,4.82,56,6.68,50,0.0,0,62,0.0
Dave Courchaine,172.72,170.0,,,,20,74,7,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Randy Couture,185.42,205.0,190.5,Orthodox,1963-06-22,19,63,11,37,0,0,0.0,0,2.85,57,1.53,59,2.78,46,58,0.5
Kim Couture,172.72,135.0,,Orthodox,1975-12-18,3,27,8,73,0,0,0.0,0,12.12,80,2.31,69,0.0,0,0,0.0
Ryan Couture,177.8,155.0,185.42,Orthodox,1982-08-27,11,69,5,31,0,0,0.0,0,3.54,45,2.87,54,1.55,29,46,1.3
Nikk Covert,172.72,185.0,,,1969-08-04,3,43,4,57,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Colby Covington,180.34,170.0,182.88,Orthodox,1988-02-22,17,77,5,23,0,0,0.0,0,3.81,38,3.09,54,3.64,42,68,0.2
Hailey Cowan,172.72,135.0,170.18,Southpaw,1992-02-12,7,70,3,30,0,0,0.0,0,2.97,42,3.17,34,1.5,33,80,0.0
Jeff Cox,177.8,155.0,,Orthodox,1968-08-02,10,59,7,41,0,0,0.0,0,0.56,25,1.69,33,4.23,50,80,0.0
Nathan Coy,177.8,170.0,175.26,Southpaw,1978-07-24,15,68,7,32,0,0,0.0,0,3.88,52,2.4,61,3.17,47,50,0.0
Andrew Craig,185.42,170.0,193.04,Orthodox,1986-01-15,9,69,4,31,0,0,0.0,0,2.39,40,3.01,50,0.53,37,72,0.0
Paul Craig,190.5,185.0,193.04,Orthodox,1987-11-27,17,63,9,33,1,4,0.0,0,2.52,44,3.03,43,1.52,20,37,1.4
Dan Cramer,187.96,170.0,,Orthodox,1985-10-31,11,73,4,27,0,0,0.0,0,0.97,30,2.1,31,0.0,0,66,0.5
Alberto Crane,165.1,155.0,,Orthodox,1976-07-14,15,75,5,25,0,0,0.0,0,0.43,25,2.61,57,0.0,0,50,4.0
Tim Credeur,190.5,185.0,190.5,Orthodox,1977-07-09,12,75,4,25,0,0,0.0,0,3.59,30,3.13,57,0.41,100,50,3.3
Paul Creighton,167.64,155.0,,Southpaw,1970-06-04,3,75,1,25,0,0,0.0,0,0.72,75,4.65,30,5.37,37,0,0.0
Helena Crevar,,,,,,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Alexander Crispim,,145.0,,,,8,57,6,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Alex Crispin,,155.0,,,,0,0,1,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Kevin Croom,180.34,135.0,185.42,Orthodox,1987-07-15,21,57,15,41,0,0,1.0,3,2.65,34,3.1,41,0.48,5,30,0.5
Kiefer Crosbie,180.34,170.0,177.8,Switch,1990-04-05,10,67,5,33,0,0,0.0,0,6.27,64,4.97,54,0.0,0,0,0.0
Ken Cross,182.88,155.0,182.88,Southpaw,1994-10-04,11,79,3,21,0,0,0.0,0,2.2,57,1.4,55,1.0,12,66,0.0
Jeff Crotty,,155.0,,,,1,50,1,50,0,0,0.0,0,0.93,35,3.33,54,5.0,38,0,1.0
Allen Crowder,190.5,245.0,193.04,Orthodox,1989-11-08,10,67,4,27,0,0,1.0,7,2.95,51,2.95,56,1.85,33,100,1.2
Daron Cruickshank,172.72,155.0,182.88,Switch,1985-06-11,18,62,10,34,0,0,1.0,3,2.88,38,2.98,57,2.04,41,60,0.2
Richard Crunkilton,170.18,155.0,,Orthodox,1979-11-25,19,83,4,17,0,0,0.0,0,1.72,41,1.45,58,4.08,61,65,1.3
Jimmy Crute,187.96,205.0,187.96,Orthodox,1996-03-04,12,67,4,22,2,11,0.0,0,4.37,53,3.63,42,3.86,52,58,1.6
Marcio Cruz,193.04,232.0,,Orthodox,1978-04-24,8,73,3,27,0,0,0.0,0,2.92,46,1.51,68,0.53,7,37,1.6
Dominick Cruz,172.72,135.0,172.72,Orthodox,1985-03-09,24,86,4,14,0,0,0.0,0,3.91,33,2.61,70,2.82,42,83,0.1
Aalon Cruz,182.88,145.0,198.12,Switch,1989-09-20,8,67,4,33,0,0,0.0,0,7.58,39,8.88,58,0.0,0,0,0.0
Timmy Cuamba,175.26,145.0,180.34,Orthodox,1999-02-08,8,73,3,27,0,0,0.0,0,3.0,40,4.38,60,1.0,27,71,0.0
Jay Cucciniello,170.18,155.0,,Orthodox,1986-07-23,8,89,1,11,0,0,0.0,0,0.93,21,4.73,36,0.0,0,71,0.0
Emilio Cuellar,,125.0,,,,6,86,1,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Josh Culibao,177.8,145.0,185.42,Orthodox,1994-05-24,11,69,4,25,1,6,0.0,0,3.41,44,3.04,59,0.0,0,65,0.3
Chris Culley,,145.0,,,1986-03-25,20,57,15,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Abel Cullum,170.18,139.0,,Orthodox,1987-04-21,20,77,6,23,0,0,0.0,0,1.82,40,1.23,46,4.01,52,0,2.8
Zak Cummings,182.88,205.0,190.5,Southpaw,1984-08-02,25,78,7,22,0,0,0.0,0,2.96,35,2.91,55,0.62,28,66,0.6
Everett Cummings,,205.0,,,,12,100,0,0,0,0,0.0,0,0.43,60,4.34,45,0.0,0,0,2.2
Patrick Cummins,187.96,205.0,193.04,Orthodox,1980-11-16,10,59,7,41,0,0,0.0,0,4.26,50,3.35,55,4.49,41,28,0.1
Luke Cummo,182.88,170.0,187.96,Orthodox,1980-04-27,6,50,6,50,0,0,0.0,0,1.74,43,1.5,59,0.89,55,42,1.4
Hugo Cunha,190.5,263.0,200.66,Orthodox,1993-02-04,8,80,2,20,0,0,0.0,0,0.6,30,3.01,34,0.0,0,0,0.0
Alton Cunningham,187.96,205.0,195.58,Orthodox,1993-06-24,4,67,2,33,0,0,0.0,0,3.33,75,4.94,20,1.67,10,100,0.0
AJ Cunningham,177.8,145.0,180.34,Orthodox,1994-09-07,11,73,4,27,0,0,0.0,0,7.66,29,11.9,48,0.0,0,33,0.0
Santo Curatolo,160.02,125.0,157.48,Southpaw,1995-01-18,6,75,2,25,0,0,0.0,0,1.4,39,6.07,34,2.0,33,100,0.0
Larry Cureton,187.96,240.0,,Orthodox,,0,0,2,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jeff Curran,167.64,135.0,175.26,Orthodox,1977-09-02,36,65,18,33,1,2,0.0,0,1.54,31,2.48,60,0.35,12,35,1.2
Kailin Curran,162.56,115.0,165.1,Orthodox,1991-04-11,4,44,5,56,0,0,0.0,0,3.89,43,4.75,53,2.0,57,61,0.6
Pat Curran,175.26,145.0,,,1987-08-31,22,76,7,24,0,0,0.0,0,4.7,58,4.4,63,2.5,62,66,0.0
Will Currie,190.5,185.0,193.04,Switch,1998-11-12,12,75,4,25,0,0,0.0,0,2.73,47,5.67,44,2.0,13,50,0.0
Chris Curtis,177.8,185.0,190.5,Orthodox,1987-07-15,31,70,12,27,0,0,1.0,2,6.16,51,6.43,53,0.0,0,82,0.0
Ion Cutelaba,185.42,205.0,190.5,Southpaw,1993-12-14,18,60,10,33,1,3,1.0,3,4.29,43,3.34,46,4.04,52,75,0.0
Gleidson Cutis,175.26,155.0,,Orthodox,1989-02-07,7,64,4,36,0,0,0.0,0,2.99,52,8.28,59,0.0,0,0,0.0
Sarah D'alelio,170.18,145.0,,,1980-12-13,11,61,7,39,0,0,0.0,0,2.4,33,0.0,100,0.0,0,100,0.0
Marcos da Matta,162.56,145.0,,,1973-03-18,11,79,3,21,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Henrique da Silva,190.5,205.0,193.04,Orthodox,1989-09-01,14,74,5,26,0,0,0.0,0,3.89,60,5.28,40,0.25,14,22,0.2
Ariane da Silva,167.64,125.0,170.18,Orthodox,1994-01-26,17,63,10,37,0,0,0.0,0,4.04,41,3.87,53,0.52,55,68,0.3
Alex Da Silva,172.72,155.0,185.42,Orthodox,1996-02-04,21,84,4,16,0,0,0.0,0,2.14,46,2.52,56,1.97,43,76,0.3
Henrique Da Silva Lopes,190.5,240.0,,,1985-03-08,5,71,2,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Nicolas Dalby,180.34,170.0,187.96,Orthodox,1984-11-16,23,74,5,16,1,3,2.0,6,4.06,43,3.52,52,1.01,27,58,0.1
Paul Daley,175.26,170.0,193.04,Orthodox,1983-02-21,39,70,15,27,2,4,0.0,0,3.14,47,2.37,60,0.91,40,64,0.0
Dave Dalgliesh,187.96,205.0,,Orthodox,1978-04-05,30,59,19,37,2,4,0.0,0,0.0,0,1.85,50,0.0,0,0,0.0
Richard Dalton,185.42,205.0,,Orthodox,,4,50,3,38,1,12,0.0,0,1.2,69,3.27,25,1.0,11,0,0.0
Aisling Daly,157.48000000000002,115.0,162.56,Orthodox,1987-12-24,16,73,6,27,0,0,0.0,0,2.92,52,1.4,55,2.15,41,33,0.9
Marko Damiani,182.88,170.0,,,,0,0,2,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Leonardo Damiani,177.8,170.0,175.26,Orthodox,1990-08-30,10,71,3,21,1,7,0.0,0,1.67,23,4.17,37,0.0,0,50,0.0
Rodrigo Damm,170.18,155.0,180.34,Orthodox,1980-02-03,13,59,9,41,0,0,0.0,0,3.5,36,5.61,57,0.44,16,80,0.3
Carina Damm,162.56,135.0,,,,2,13,13,87,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Batgerel Danaa,170.18,135.0,177.8,Orthodox,1989-07-04,12,71,5,29,0,0,0.0,0,5.38,36,4.21,47,0.52,50,62,0.0
Cindy Dandois,170.18,135.0,,Orthodox,1984-10-26,8,73,3,27,0,0,0.0,0,3.13,32,3.4,58,5.0,55,0,0.0
Peter Danesoe,175.26,125.0,172.72,Orthodox,2000-09-01,6,67,3,33,0,0,0.0,0,4.98,54,7.02,37,0.0,0,62,0.0
Jarjis Danho,190.5,265.0,187.96,Orthodox,1983-10-15,7,70,1,10,1,10,1.0,10,3.38,50,5.25,49,0.51,16,100,0.0
Raymond Daniels,187.96,185.0,,Southpaw,,0,0,1,100,0,0,0.0,0,0.0,0,2.61,38,0.0,0,33,3.0
Marques Daniels,,155.0,,,,5,50,5,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Anvarbek Daniyalbekov,,185.0,,,1995-05-27,8,100,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
